address,amount
0x407dfa2d647eeecd23da54bd4abffd36f9ca192e,353.704029869665000000
0x67d8c8b467081de46241ec17b7e3b9f64c4147cb,159.999667487239000000
0xe958e7c9f24e1342b173756898be4024dcfd765c,100.3691304
0x3aee41565f9d3f00caf60d0bd96bff4612eed9ca,98.4606
0xfedbc1e089e1cbc08b91f7199352e651d12ccf53,87.16692789774870000
0xfb30195a7f22d7c1e7359eca37396131a475b0ec,86.478873471038500000
0x07bf11093c24209ffcafb94e7cbca5cfb81549cf,63.54609746921690000
0x5ecf6276a4b9c9634fd2a4bb65e76f4435139078,51.385623555861500000
0x15a2a35ba2127040fc47bd9e89d254f1b3b1c453,41.47176483733170000
0x2b483a31d7366703a9289deacd46090d33ea5292,40.478928074894000000
0xfeed90a188960a9c8f140d0ddfd8d8012e45b68f,36.625590505033100000
0x9c34c30f28831fd26387d95ab35e1e416aff9a4f,35.096051967197300000
0xf89f70b70d0270c546a5e06538c212a613411382,34.630741023008500000
0x21ef8ba426716f68f96b640dfeb324148e6f8179,31.625095740212200000
0xe5474403d29152f605479328b1e7282c09ff2194,17.805027067957400000
0x0d2d3c94aad18a8e059dbc7d70cfb9dca73b496a,16.999968777275900000
0xf9089ff2543845ff42133d2290d702daf94fa326,15.154263685114800000
0xb83d8cb40f70262741e8582853ae81855df9db8b,14.003300000002500000
0xe293d3cbccdfdb55632415dd21a87da305a1f7f0,11.291420046958000000
0xac6dc2ae901a03e3635ca76adb626d629f128fd8,8.40679945082073000
0xc44a0d84f1c31914529f2913990eef1814b46fb0,5.645083587642710000
0x77c2931dbe313f6e2a708e16f12b488aa5832207,4.280593515985190000
0xa9dbe406be066aca7d9964695da5657ae15c8e3a,4.07563327274668000
0x781fca4f25d431ea09b03baca9aa429bf4c0c34e,3.778515092940480000
0x73a2c9bdb466c9c6ef19723401a4f1b915bc7577,3.414759524124110000
0xe6e52192debab65bc23d3e18f31876109cd99cea,2.9988
0x3f5b7f4084f9dbf384cec426c48dc2adb43bf1d9,1.131909292238960000
0xc58e822ee1a7d5f434f88332e76ab5ca59e8ddfc,0.980000000000010000
0x67ad5bf78d1f85081689554ea0435c3003705250,0.85680000000000000
0xcbc3d16f983e6a706f435990b48dd3c09fd1c20f,0.85680000000000000
0x6ec2a535685d5ce5f143b8c0d9bf5f612295b703,0.780024000000000000
0x759bb0c403a89bc06813caa3306bfdd1ebc13d69,0.6463128
0xdba6f1c0a476e49d2b1dfa4e96e2e92cde04cc64,0.398558475795150000
0x136ad4459e2f9d26c705a0ebf3aa864ec10b5a57,0.384709617531047000
0xda7c2a46b0aeeb8a494d3bcb9d2d9800497f7642,0.28803478260869600
0x8665f7ceadfbff09e2cc572f7a6e43198d87ff88,0.25726278260869600
0xd21e6afcade553ee567259a603b63b9152f00cac,0.23903478260869600
0x4ab2e4004372cb7c48d8de27938d8c31a316add9,0.23903478260869600
0x9d5507e2fbe88953022e1ea4464107a5dd8bb0a0,0.23903478260869600
0xcf1af792b91a25a97e9014099edaca69c82ca46e,0.23903478260869600
0x4d79ad2f296099586b06876262cdc1febdb39702,0.23903478260869600
0xe8db1a42c197318f0d3b9149d3c7466ebcce2d54,0.23903478260869600
0x626434daed083120b57edcb1d577c399180070f2,0.23903478260869600
0x38eb3ff89dad732f4bc6b1e805a9d267910d3852,0.238924
0x6485f9f973c21f7a39e9af15a8f1c6e3557c5c31,0.237429540478508000
0x9e18b6c5cd6a623e039110f624cba5b21419f7f5,0.13636
0x1d17f7576963f9275d477a6aea4726c124e10fae,0.1323
0x933bdd97567894f01f61e8cc8bb8e45ea1e62837,0.1323
0xff1d4693a53e5aa53afda237810bfc5a7953b113,0.1323
0xbcf68e4a181443542c943b5ea475d890540ba12b,0.1323
0x1b49185bd45c797006e5501c2d3d08b030d6bd1d,0.1323
0x638f093f26c6c1adc01957771b454df083ec1a7d,0.131784000000000000
0x56b577d4b54cd3b0258ee6f48567bb25751cc6a2,0.09996
0x236ff44f77202e6d2e03b257dd97ca70f9090af9,0.091800000000000100
0x58649baec4a047799b856c8acae654536fa5be8c,0.091800000000000100
0xcf57051d3862ee432a7af2697ae93ee7635ac571,0.091800000000000100
0x242c0c53fc75178467971b62463d10daa04ccaf4,0.0833
0x84a713e0c3f2ae78a12963a112d4e38b3a17c89e,0.0833
0x4e7838ecc42d69f687e25d7b3233ff2f053592f4,0.0833
0x6a93c9010f626230ebf0cc3a3507647c906184f9,0.0833
0x1a627ba2ece47582be85b56bac5f5535de0a10d9,0.0833
0x36fff14c94518d79b1372d94983d82f3850c060d,0.0833
0x41d93fcb925b354b93444defa20079aed2743eba,0.0833
0x5d45fb84960df0c8ec0d7f95a62f422bad4d64be,0.0833
0x3c5c08433f8cb669661881f7fb5eb0502478c0b7,0.0833
0xc1918667424b17f85ceeb2b0b9f00a077c490f6c,0.0833
0x48d5651d960d1dc128539d2c6df740511d5fc2b8,0.0833
0x5230c1d4755d3fa8531f9dcff3600b00a3561380,0.061991187178924500
0x281e0890ac55165376f358182105434f04ceec22,0.04998
0x32b7f9299e7aa2310443e101810daad4504dc4b9,0.049
0x08ee3cd079e18a2b41956e31d0a4a0149e45edff,0.049
0x8abce506283bdcd44583a8af943f1177d1e91769,0.049
0xfac5c51f4089f04d745bc899c61eb747b2f76f13,0.049
0xe9f04cbc7e406f7fe5de20dacc8266bb12fb0660,0.049
0x926a2ee52cef2c7f3569055c4a6a736764188a43,0.049
0x0d3dcdbd54704e4366fa5ae0befb5be201192947,0.029988
0x1145c5927cf9a80661c8528414932809db358661,0.009996
0xca783def8f0f88b8810a3670855e613139eb762c,0.009996
0x5421cde9ccd0684681ef22a1d61061785995554b,0.0098
0xe9cd34f02b598d6a46b402af37466fc6ec193ac2,0.0098
0x535b34cf75aed91999753338dfdc28bcf073a2b5,0.0098
0x7f5c9dac7f16939feffc1b2da2be5bc1f8dc4e28,0.0098
0x1210d22edc55c73da538f161d797da85f8c716fd,0.009604
0x7d16053f9985c42fbaabd3e35ed33f486e256b02,0.0043888617234
0xdbc2e437bea3011a08c0cd97de6cad33cceeefb8,0.000048
0x00000000001a22419314fc795964148d4e49faf1,0.000001102260406849
0x00e43d00710087b800999300019743009f8c8aa1,0.000000009792525436
0x9b5828a91530c892b6346fa8c6250a1cbe43f926,0.000000009688045807
0x0959c1aa1eec6a66b4c207ab774b8a19c4305d10,0.000000000939215305
0x7e78e0614a48cd5b1e4a5b56503bc77b278ca3bb,0.000000000409852922
0x591f9501709cc39d1e3815b09b516ec721f24570,0.000000000000000002
0x00000005e2d1eedc0aa31ad91f7aa4d5c61266a6,0.000000000000000001
0x0000000000222b212ea77112c9a39b95fa7140e5,0.000000000000000001
0x0000000a9fc64c08623a18fd92c7b46a09481101,0.000000000000000001
0xf081470f5c6fbccf48cc4e5b82dd926409dcdd67,0.000000000000000001
